crtR(2011:2017),Water,Urban,Rice field,Farmland,Meadow,Deciduous broadleaf,Deciduous coniferous,Evergreen broadleaf,Evergreen coniferous,Bare land,Bamboo forest,Solar panel
0.53677,0,0,0,1,0,0,0,0,0,0,0,0
0.574818,0,0,0,1,0,0,0,0,0,0,0,0
0.540697,0,0,0,1,0,0,0,0,0,0,0,0
0.576623,0,0,0,1,0,0,0,0,0,0,0,0
0.620485,0,0,0,1,0,0,0,0,0,0,0,0
0.732232,0,1,0,0,0,0,0,0,0,0,0,0
0.682616,0,1,0,0,0,0,0,0,0,0,0,0
0.508786,0,0,0,0,0,1,0,0,0,0,0,0
0.500919,0,0,0,1,0,0,0,0,0,0,0,0
0.461278,0,1,0,0,0,0,0,0,0,0,0,0
0.478214,0,0,0,1,0,0,0,0,0,0,0,0
0.414728,0,1,0,0,0,0,0,0,0,0,0,0
0.205455,0,0,1,0,0,0,0,0,0,0,0,0
0.204743,0,0,0,0,1,0,0,0,0,0,0,0
0.25846,0,0,0,1,0,0,0,0,0,0,0,0
0.231718,0,0,0,1,0,0,0,0,0,0,0,0
0.175078,0,0,1,0,0,0,0,0,0,0,0,0
0.194238,0,0,0,0,1,0,0,0,0,0,0,0
0.229363,0,0,1,0,0,0,0,0,0,0,0,0
0.222448,0,0,0,0,1,0,0,0,0,0,0,0
0.129037,0,0,1,0,0,0,0,0,0,0,0,0
0.605194,0,0,0,1,0,0,0,0,0,0,0,0
0.568131,0,0,0,0,1,0,0,0,0,0,0,0
0.23659,0,0,0,0,0,1,0,0,0,0,0,0
0.227866,0,0,0,0,0,1,0,0,0,0,0,0
0.230778,0,0,0,0,0,1,0,0,0,0,0,0
0.601212,1,0,0,0,0,0,0,0,0,0,0,0
0.570858,0,0,0,1,0,0,0,0,0,0,0,0
0.257298,0,0,0,0,1,0,0,0,0,0,0,0
0.215517,0,0,0,0,1,0,0,0,0,0,0,0
0.657952,0,1,0,0,0,0,0,0,0,0,0,0
0.515793,0,0,0,1,0,0,0,0,0,0,0,0
0.544998,0,1,0,0,0,0,0,0,0,0,0,0
0.542889,0,1,0,0,0,0,0,0,0,0,0,0
0.518718,0,0,0,1,0,0,0,0,0,0,0,0
0.343251,0,0,0,0,0,1,0,0,0,0,0,0
0.437226,0,0,0,0,0,1,0,0,0,0,0,0
0.297858,0,0,0,0,1,0,0,0,0,0,0,0
0.314807,0,0,1,0,0,0,0,0,0,0,0,0
0.335678,0,0,1,0,0,0,0,0,0,0,0,0
0.310644,0,0,0,0,1,0,0,0,0,0,0,0
0.198029,0,0,0,0,0,1,0,0,0,0,0,0
0.190752,0,0,0,0,0,1,0,0,0,0,0,0
0.44224,0,0,0,1,0,0,0,0,0,0,0,0
0.575768,0,0,0,1,0,0,0,0,0,0,0,0
0.341308,0,0,1,0,0,0,0,0,0,0,0,0
0.26856,0,0,0,1,0,0,0,0,0,0,0,0
0.373146,0,0,1,0,0,0,0,0,0,0,0,0
0.274752,0,0,0,0,1,0,0,0,0,0,0,0
0.296795,0,0,1,0,0,0,0,0,0,0,0,0
0.208511,0,0,1,0,0,0,0,0,0,0,0,0
0.491393,0,0,0,1,0,0,0,0,0,0,0,0
0.484734,0,0,0,1,0,0,0,0,0,0,0,0
0.546225,0,1,0,0,0,0,0,0,0,0,0,0
0.563154,0,0,0,0,0,0,0,0,0,0,0,1
0.500271,0,0,0,1,0,0,0,0,0,0,0,0
0.516695,0,0,0,0,0,1,0,0,0,0,0,0
0.532597,0,1,0,0,0,0,0,0,0,0,0,0
0.377601,0,0,0,0,1,0,0,0,0,0,0,0
0.340388,0,0,0,0,1,0,0,0,0,0,0,0
0.340388,0,0,0,0,1,0,0,0,0,0,0,0
0.477099,0,0,0,1,0,0,0,0,0,0,0,0
0.467922,0,0,0,1,0,0,0,0,0,0,0,0
0.246668,0,0,0,0,1,0,0,0,0,0,0,0
0.267611,0,0,0,0,1,0,0,0,0,0,0,0
0.303643,0,0,0,0,1,0,0,0,0,0,0,0
0.311936,0,0,0,0,1,0,0,0,0,0,0,0
0.556447,0,1,0,0,0,0,0,0,0,0,0,0
0.414587,0,1,0,0,0,0,0,0,0,0,0,0
0.422284,0,1,0,0,0,0,0,0,0,0,0,0
0.463595,0,0,0,0,0,1,0,0,0,0,0,0
0.459397,0,1,0,0,0,0,0,0,0,0,0,0
0.452683,0,1,0,0,0,0,0,0,0,0,0,0
0.447431,0,0,0,0,0,0,0,0,0,1,0,0
0.362879,0,0,0,0,1,0,0,0,0,0,0,0
0.335282,0,0,1,0,0,0,0,0,0,0,0,0
0.443287,0,1,0,0,0,0,0,0,0,0,0,0
0.219182,0,0,0,1,0,0,0,0,0,0,0,0
0.2216,0,0,0,0,1,0,0,0,0,0,0,0
0.273445,0,0,0,0,1,0,0,0,0,0,0,0
0.262147,0,0,0,0,1,0,0,0,0,0,0,0
0.24834,0,0,0,0,1,0,0,0,0,0,0,0
0.128168,0,0,0,0,1,0,0,0,0,0,0,0
0.159583,0,0,0,0,1,0,0,0,0,0,0,0
0.343792,0,0,0,0,0,1,0,0,0,0,0,0
0.456003,0,0,0,1,0,0,0,0,0,0,0,0
0.451967,0,0,0,0,1,0,0,0,0,0,0,0
0.158741,0,0,0,0,0,0,0,0,0,0,0,1
0.275131,0,0,0,0,0,1,0,0,0,0,0,0
0.541791,0,0,0,1,0,0,0,0,0,0,0,0
0.56304,0,0,0,0,1,0,0,0,0,0,0,0
0.665587,0,1,0,0,0,0,0,0,0,0,0,0
0.655253,0,0,0,0,1,0,0,0,0,0,0,0
0.686383,0,1,0,0,0,0,0,0,0,0,0,0
0.241928,0,0,0,0,1,0,0,0,0,0,0,0
0.228692,0,0,0,0,1,0,0,0,0,0,0,0
0.25381,0,0,0,0,0,0,0,1,0,0,0,0
0.23842,0,0,0,0,1,0,0,0,0,0,0,0
0.240019,0,0,0,0,0,1,0,0,0,0,0,0
0.726287,0,1,0,0,0,0,0,0,0,0,0,0
0.528463,0,1,0,0,0,0,0,0,0,0,0,0
0.636911,0,0,0,1,0,0,0,0,0,0,0,0
0.639442,0,1,0,0,0,0,0,0,0,0,0,0
0.467486,0,0,0,0,1,0,0,0,0,0,0,0
0.471152,0,1,0,0,0,0,0,0,0,0,0,0
0.480494,0,1,0,0,0,0,0,0,0,0,0,0
0.381088,0,0,0,0,1,0,0,0,0,0,0,0
0.20142,0,0,0,0,1,0,0,0,0,0,0,0
0.25866,0,0,0,0,1,0,0,0,0,0,0,0
0.321925,0,0,0,0,1,0,0,0,0,0,0,0
0.381064,0,0,0,0,0,1,0,0,0,0,0,0
0.297892,0,0,0,1,0,0,0,0,0,0,0,0
0.24014,0,0,0,0,0,1,0,0,0,0,0,0
0.655003,0,0,0,1,0,0,0,0,0,0,0,0
0.640745,0,0,0,1,0,0,0,0,0,0,0,0
0.544614,0,0,0,1,0,0,0,0,0,0,0,0
0.622083,0,0,1,0,0,0,0,0,0,0,0,0
0.32961,0,0,0,0,0,1,0,0,0,0,0,0
0.541354,0,0,0,0,1,0,0,0,0,0,0,0
0.531195,0,0,0,0,1,0,0,0,0,0,0,0
0.568046,0,1,0,0,0,0,0,0,0,0,0,0
0.560329,0,0,0,1,0,0,0,0,0,0,0,0
0.293922,0,0,0,0,0,1,0,0,0,0,0,0
0.336331,0,0,0,0,1,0,0,0,0,0,0,0
0.24443,0,0,0,0,0,1,0,0,0,0,0,0
0.235251,0,0,0,0,0,1,0,0,0,0,0,0
0.229954,0,0,0,0,0,1,0,0,0,0,0,0
0.233176,0,0,0,0,0,1,0,0,0,0,0,0
0.433067,0,0,0,1,0,0,0,0,0,0,0,0
0.409125,0,0,0,1,0,0,0,0,0,0,0,0
0.432586,0,0,0,1,0,0,0,0,0,0,0,0
0.463564,0,0,0,1,0,0,0,0,0,0,0,0
0.42361,0,0,0,0,0,0,0,0,0,0,0,0
0.412113,0,0,0,1,0,0,0,0,0,0,0,0
0.407875,0,0,0,0,1,0,0,0,0,0,0,0
0.451639,0,0,0,0,0,1,0,0,0,0,0,0
0.450417,0,0,0,0,0,1,0,0,0,0,0,0
0.456916,0,0,1,0,0,0,0,0,0,0,0,0
0.417052,0,0,0,0,1,0,0,0,0,0,0,0
0.414004,0,0,0,0,1,0,0,0,0,0,0,0
0.424992,0,0,0,0,1,0,0,0,0,0,0,0
0.356498,0,0,1,0,0,0,0,0,0,0,0,0
0.332233,0,0,0,1,0,0,0,0,0,0,0,0
0.331724,0,1,0,0,0,0,0,0,0,0,0,0
0.555091,0,1,0,0,0,0,0,0,0,0,0,0
0.452121,0,1,0,0,0,0,0,0,0,0,0,0
0.277505,0,0,0,1,0,0,0,0,0,0,0,0
0.347208,0,0,0,0,1,0,0,0,0,0,0,0
0.244943,0,0,1,0,0,0,0,0,0,0,0,0
0.278528,0,0,1,0,0,0,0,0,0,0,0,0
0.265629,0,0,0,1,0,0,0,0,0,0,0,0
0.267566,0,0,0,1,0,0,0,0,0,0,0,0
0.189756,0,0,0,0,0,1,0,0,0,0,0,0
0.196745,0,0,0,0,0,1,0,0,0,0,0,0
0.196128,0,0,0,0,0,1,0,0,0,0,0,0
0.168413,0,0,0,0,0,1,0,0,0,0,0,0
0.201684,0,0,0,0,0,1,0,0,0,0,0,0
0.740906,0,1,0,0,0,0,0,0,0,0,0,0
0.715453,0,1,0,0,0,0,0,0,0,0,0,0
0.736431,0,1,0,0,0,0,0,0,0,0,0,0
0.717176,0,1,0,0,0,0,0,0,0,0,0,0
0.740455,0,0,0,1,0,0,0,0,0,0,0,0
0.701327,0,0,0,1,0,0,0,0,0,0,0,0
0.724419,0,1,0,0,0,0,0,0,0,0,0,0
0.767273,0,1,0,0,0,0,0,0,0,0,0,0
0.715865,0,0,0,1,0,0,0,0,0,0,0,0
0.671982,0,1,0,0,0,0,0,0,0,0,0,0
0.634872,0,1,0,0,0,0,0,0,0,0,0,0
0.628363,0,1,0,0,0,0,0,0,0,0,0,0
0.396605,0,0,0,1,0,0,0,0,0,0,0,0
0.448991,0,0,0,0,0,1,0,0,0,0,0,0
0.453704,0,1,0,0,0,0,0,0,0,0,0,0
0.130163,0,0,0,0,0,1,0,0,0,0,0,0
0.136581,0,0,0,0,0,1,0,0,0,0,0,0
0.520912,0,0,0,1,0,0,0,0,0,0,0,0
0.584053,0,0,0,1,0,0,0,0,0,0,0,0
0.531843,0,1,0,0,0,0,0,0,0,0,0,0
0.595108,1,0,0,0,0,0,0,0,0,0,0,0
0.502072,0,0,0,1,0,0,0,0,0,0,0,0
0.485927,0,0,0,1,0,0,0,0,0,0,0,0
0.682806,0,0,0,0,0,1,0,0,0,0,0,0
0.645078,0,0,0,1,0,0,0,0,0,0,0,0
0.488622,0,0,0,1,0,0,0,0,0,0,0,0
0.577252,0,0,0,1,0,0,0,0,0,0,0,0
0.557032,0,0,0,1,0,0,0,0,0,0,0,0
0.499061,0,0,0,0,0,1,0,0,0,0,0,0
0.573452,0,0,1,0,0,0,0,0,0,0,0,0
0.653986,0,0,0,1,0,0,0,0,0,0,0,0
0.672857,0,0,0,1,0,0,0,0,0,0,0,0
0.683199,0,0,0,0,1,0,0,0,0,0,0,0
0.557249,0,0,0,0,1,0,0,0,0,0,0,0
0.601024,0,0,0,1,0,0,0,0,0,0,0,0
0.3603,0,0,1,0,0,0,0,0,0,0,0,0
0.613793,0,0,0,0,1,0,0,0,0,0,0,0
0.605208,0,0,0,0,1,0,0,0,0,0,0,0
0.161601,0,0,0,0,0,0,0,0,0,0,0,0
0.487056,0,0,1,0,0,0,0,0,0,0,0,0
0.420361,0,1,0,0,0,0,0,0,0,0,0,0
0.329094,0,0,0,1,0,0,0,0,0,0,0,0
0.338359,0,0,1,0,0,0,0,0,0,0,0,0
0.274376,0,0,0,1,0,0,0,0,0,0,0,0
0.312953,0,0,0,1,0,0,0,0,0,0,0,0
0.31497,0,0,0,0,1,0,0,0,0,0,0,0
0.30443,0,0,0,1,0,0,0,0,0,0,0,0
0.424563,0,0,0,1,0,0,0,0,0,0,0,0
0.312687,0,0,0,0,0,1,0,0,0,0,0,0
0.422546,0,0,0,0,1,0,0,0,0,0,0,0
0.577777,0,0,0,0,0,0,0,0,0,1,0,0
0.554013,0,0,0,1,0,0,0,0,0,0,0,0
0.53794,0,0,0,0,1,0,0,0,0,0,0,0
0.413505,0,0,1,0,0,0,0,0,0,0,0,0
0.332738,0,0,1,0,0,0,0,0,0,0,0,0
0.566041,0,0,0,1,0,0,0,0,0,0,0,0
0.560313,0,0,0,0,1,0,0,0,0,0,0,0
0.474126,0,0,1,0,0,0,0,0,0,0,0,0
0.583926,0,0,0,0,0,1,0,0,0,0,0,0
0.490638,0,1,0,0,0,0,0,0,0,0,0,0
0.482781,0,0,1,0,0,0,0,0,0,0,0,0
0.602576,0,0,0,1,0,0,0,0,0,0,0,0
0.554691,0,0,0,0,0,1,0,0,0,0,0,0
0.515185,0,1,0,0,0,0,0,0,0,0,0,0
0.600013,0,0,1,0,0,0,0,0,0,0,0,0
0.616916,0,0,0,0,1,0,0,0,0,0,0,0
0.56435,0,0,1,0,0,0,0,0,0,0,0,0
0.453407,0,0,0,1,0,0,0,0,0,0,0,0
0.4651,0,0,0,1,0,0,0,0,0,0,0,0
0.421348,0,0,0,0,1,0,0,0,0,0,0,0
0.418761,0,0,1,0,0,0,0,0,0,0,0,0
0.322078,0,0,0,0,1,0,0,0,0,0,0,0
0.203878,0,0,0,0,1,0,0,0,0,0,0,0
0.575558,0,1,0,0,0,0,0,0,0,0,0,0
0.264864,0,0,0,0,0,0,0,0,0,0,0,0
0.230597,0,0,0,0,1,0,0,0,0,0,0,0
0.192161,0,0,0,1,0,0,0,0,0,0,0,0
0.308946,0,0,0,0,1,0,0,0,0,0,0,0
0.317418,0,0,0,0,1,0,0,0,0,0,0,0
0.464797,0,0,1,0,0,0,0,0,0,0,0,0
0.471314,0,0,1,0,0,0,0,0,0,0,0,0
0.462897,0,0,1,0,0,0,0,0,0,0,0,0
0.46245,0,0,1,0,0,0,0,0,0,0,0,0
0.453698,0,0,1,0,0,0,0,0,0,0,0,0
0.449167,0,0,1,0,0,0,0,0,0,0,0,0
0.141553,0,0,0,0,0,1,0,0,0,0,0,0
0.527286,0,1,0,0,0,0,0,0,0,0,0,0
0.517732,0,1,0,0,0,0,0,0,0,0,0,0
0.551408,0,1,0,0,0,0,0,0,0,0,0,0
0.535525,0,1,0,0,0,0,0,0,0,0,0,0
0.568121,0,1,0,0,0,0,0,0,0,0,0,0
0.56877,0,1,0,0,0,0,0,0,0,0,0,0
0.551946,0,1,0,0,0,0,0,0,0,0,0,0
0.417307,0,1,0,0,0,0,0,0,0,0,0,0
0.220829,0,0,0,0,1,0,0,0,0,0,0,0
0.408027,0,0,0,1,0,0,0,0,0,0,0,0
0.35176,0,0,0,0,0,1,0,0,0,0,0,0
0.379387,0,0,0,0,1,0,0,0,0,0,0,0
0.304228,0,0,0,0,0,1,0,0,0,0,0,0
0.582251,0,0,0,1,0,0,0,0,0,0,0,0
0.611675,0,0,0,0,1,0,0,0,0,0,0,0
0.667749,0,0,0,1,0,0,0,0,0,0,0,0
0.61112,0,0,0,0,0,1,0,0,0,0,0,0
0.589976,0,0,0,1,0,0,0,0,0,0,0,0
0.309864,0,0,1,0,0,0,0,0,0,0,0,0
0.2421,0,0,1,0,0,0,0,0,0,0,0,0
0.610289,0,0,1,0,0,0,0,0,0,0,0,0
0.558922,0,0,0,0,1,0,0,0,0,0,0,0
0.41316,0,1,0,0,0,0,0,0,0,0,0,0
0.533418,0,1,0,0,0,0,0,0,0,0,0,0
0.49647,0,0,0,1,0,0,0,0,0,0,0,0
0.471213,0,0,0,1,0,0,0,0,0,0,0,0
0.296057,0,0,0,0,1,0,0,0,0,0,0,0
0.491267,0,0,0,1,0,0,0,0,0,0,0,0
0.13509,0,0,1,0,0,0,0,0,0,0,0,0
0.446611,0,0,1,0,0,0,0,0,0,0,0,0
0.690861,0,0,0,1,0,0,0,0,0,0,0,0
0.706418,0,0,0,1,0,0,0,0,0,0,0,0
0.605795,0,0,0,0,1,0,0,0,0,0,0,0
0.514767,0,0,0,1,0,0,0,0,0,0,0,0
0.513864,0,0,0,0,1,0,0,0,0,0,0,0
0.514052,0,0,0,0,0,1,0,0,0,0,0,0
0.491393,0,0,0,0,0,1,0,0,0,0,0,0
0.555685,0,0,0,0,1,0,0,0,0,0,0,0
0.557179,0,0,0,0,1,0,0,0,0,0,0,0
0.713572,1,0,0,0,0,0,0,0,0,0,0,0
0.316368,0,0,0,1,0,0,0,0,0,0,0,0
0.064046,0,0,0,0,0,1,0,0,0,0,0,0
0.145902,0,0,0,1,0,0,0,0,0,0,0,0
0.428302,0,0,0,0,1,0,0,0,0,0,0,0
0.28679,0,0,1,0,0,0,0,0,0,0,0,0
0.271335,0,0,0,0,1,0,0,0,0,0,0,0
0.441449,0,1,0,0,0,0,0,0,0,0,0,0
0.361097,0,0,0,0,0,0,0,0,0,1,0,0
0.035468,0,0,0,0,1,0,0,0,0,0,0,0
0.632016,0,1,0,0,0,0,0,0,0,0,0,0
0.680885,0,1,0,0,0,0,0,0,0,0,0,0
0.727318,0,0,0,1,0,0,0,0,0,0,0,0
0.411576,0,0,0,1,0,0,0,0,0,0,0,0
0.44474,0,0,0,0,1,0,0,0,0,0,0,0
0.446852,0,1,0,0,0,0,0,0,0,0,0,0
0.44907,0,1,0,0,0,0,0,0,0,0,0,0
0.189614,0,0,0,0,0,1,0,0,0,0,0,0
0.182924,0,0,0,0,0,1,0,0,0,0,0,0
0.183665,0,0,0,0,0,1,0,0,0,0,0,0
0.441025,0,1,0,0,0,0,0,0,0,0,0,0
0.43856,0,1,0,0,0,0,0,0,0,0,0,0
0.541311,0,0,0,0,0,1,0,0,0,0,0,0
0.552468,0,1,0,0,0,0,0,0,0,0,0,0
0.646363,0,0,0,0,0,1,0,0,0,0,0,0
0.682487,0,0,0,0,0,1,0,0,0,0,0,0
0.674285,0,1,0,0,0,0,0,0,0,0,0,0
0.555187,0,0,0,0,0,1,0,0,0,0,0,0
0.598011,0,0,0,0,0,1,0,0,0,0,0,0
0.663464,0,1,0,0,0,0,0,0,0,0,0,0
0.241266,0,0,0,1,0,0,0,0,0,0,0,0
0.258963,0,0,0,0,1,0,0,0,0,0,0,0
0.429831,0,0,0,0,0,1,0,0,0,0,0,0
0.401422,0,0,0,0,0,1,0,0,0,0,0,0
0.423822,0,0,0,0,1,0,0,0,0,0,0,0
0.432401,0,0,0,0,1,0,0,0,0,0,0,0
0.414593,0,0,0,0,0,1,0,0,0,0,0,0
0.458032,0,1,0,0,0,0,0,0,0,0,0,0
0.441222,0,0,0,0,1,0,0,0,0,0,0,0
0.177258,0,0,0,0,1,0,0,0,0,0,0,0
0.272688,0,0,0,0,0,0,0,0,0,0,0,0
0.318042,0,0,0,0,1,0,0,0,0,0,0,0
0.320215,0,0,0,0,1,0,0,0,0,0,0,0
0.461538,0,0,1,0,0,0,0,0,0,0,0,0
0.340373,0,0,1,0,0,0,0,0,0,0,0,0
0.462935,0,0,0,1,0,0,0,0,0,0,0,0
0.551936,0,0,0,1,0,0,0,0,0,0,0,0
0.455047,0,1,0,0,0,0,0,0,0,0,0,0
0.459881,0,1,0,0,0,0,0,0,0,0,0,0
0.323095,0,0,0,0,1,0,0,0,0,0,0,0
0.356971,0,0,0,0,1,0,0,0,0,0,0,0
0.111489,0,0,0,0,0,1,0,0,0,0,0,0
0.422637,0,0,0,0,1,0,0,0,0,0,0,0
0.42639,0,0,0,0,0,1,0,0,0,0,0,0
0.429616,0,0,0,1,0,0,0,0,0,0,0,0
0.411039,0,0,0,0,0,1,0,0,0,0,0,0
0.549894,1,0,0,0,0,0,0,0,0,0,0,0
0.494556,0,0,0,0,1,0,0,0,0,0,0,0
0.522316,0,0,0,1,0,0,0,0,0,0,0,0
0.610804,0,0,0,0,1,0,0,0,0,0,0,0
0.608244,0,0,0,0,1,0,0,0,0,0,0,0
0.372244,0,1,0,0,0,0,0,0,0,0,0,0
0.391225,0,1,0,0,0,0,0,0,0,0,0,0
0.39586,0,1,0,0,0,0,0,0,0,0,0,0
0.51507,0,1,0,0,0,0,0,0,0,0,0,0
0.582423,0,0,0,0,1,0,0,0,0,0,0,0
0.579168,0,0,0,0,1,0,0,0,0,0,0,0
0.549568,0,0,0,1,0,0,0,0,0,0,0,0
0.45338,0,0,0,1,0,0,0,0,0,0,0,0
0.467917,0,1,0,0,0,0,0,0,0,0,0,0
0.550164,0,0,0,0,1,0,0,0,0,0,0,0
0.566295,0,1,0,0,0,0,0,0,0,0,0,0
0.569234,0,1,0,0,0,0,0,0,0,0,0,0
0.57292,0,1,0,0,0,0,0,0,0,0,0,0
0.512828,0,0,0,1,0,0,0,0,0,0,0,0
0.491128,0,0,0,1,0,0,0,0,0,0,0,0
0.499277,0,0,0,1,0,0,0,0,0,0,0,0
0.487818,0,0,0,1,0,0,0,0,0,0,0,0
0.474346,0,0,0,1,0,0,0,0,0,0,0,0
0.525508,0,0,0,1,0,0,0,0,0,0,0,0
0.492316,0,0,0,1,0,0,0,0,0,0,0,0
0.360604,0,0,0,0,0,1,0,0,0,0,0,0
0.564417,0,1,0,0,0,0,0,0,0,0,0,0
0.573576,0,1,0,0,0,0,0,0,0,0,0,0
0.572842,0,0,0,1,0,0,0,0,0,0,0,0
0.484368,0,0,0,1,0,0,0,0,0,0,0,0
0.47162,0,1,0,0,0,0,0,0,0,0,0,0
0.500753,0,0,0,1,0,0,0,0,0,0,0,0
0.511737,0,1,0,0,0,0,0,0,0,0,0,0
0.482185,0,0,0,0,1,0,0,0,0,0,0,0
0.487289,0,0,0,1,0,0,0,0,0,0,0,0
0.480332,0,0,0,1,0,0,0,0,0,0,0,0
0.478137,0,0,0,1,0,0,0,0,0,0,0,0
0.422474,0,0,0,0,1,0,0,0,0,0,0,0
0.42479,0,0,0,0,1,0,0,0,0,0,0,0
0.428711,1,0,0,0,0,0,0,0,0,0,0,0
0.402976,1,0,0,0,0,0,0,0,0,0,0,0
0.437637,0,1,0,0,0,0,0,0,0,0,0,0
0.518965,0,1,0,0,0,0,0,0,0,0,0,0
0.522219,0,1,0,0,0,0,0,0,0,0,0,0
0.505533,0,0,0,0,0,1,0,0,0,0,0,0
0.451024,0,0,0,1,0,0,0,0,0,0,0,0
0.434452,0,0,0,1,0,0,0,0,0,0,0,0
0.289981,0,0,0,0,0,0,0,1,0,0,0,0
0.323966,0,0,0,0,0,1,0,0,0,0,0,0
0.445967,0,0,0,0,0,1,0,0,0,0,0,0
0.162134,0,0,0,1,0,0,0,0,0,0,0,0
0.258851,0,0,0,0,1,0,0,0,0,0,0,0
0.553646,0,1,0,0,0,0,0,0,0,0,0,0
0.557482,0,1,0,0,0,0,0,0,0,0,0,0
0.624049,0,0,0,0,0,0,0,0,0,1,0,0
0.579774,0,0,0,0,1,0,0,0,0,0,0,0
0.5667,0,0,0,0,1,0,0,0,0,0,0,0
0.582812,0,0,0,0,0,0,0,0,0,1,0,0
0.607032,0,0,0,1,0,0,0,0,0,0,0,0
0.469755,0,1,0,0,0,0,0,0,0,0,0,0
0.461727,0,0,0,1,0,0,0,0,0,0,0,0
0.568423,0,0,0,1,0,0,0,0,0,0,0,0
0.548049,0,0,0,1,0,0,0,0,0,0,0,0
0.551422,0,0,0,1,0,0,0,0,0,0,0,0
0.288913,0,0,0,1,0,0,0,0,0,0,0,0
0.232404,0,0,0,0,0,1,0,0,0,0,0,0
0.538251,0,1,0,0,0,0,0,0,0,0,0,0
0.522872,1,0,0,0,0,0,0,0,0,0,0,0
0.635887,0,0,0,1,0,0,0,0,0,0,0,0
0.175574,0,0,0,0,0,1,0,0,0,0,0,0
0.173198,0,0,0,0,0,1,0,0,0,0,0,0
0.206352,0,0,0,0,0,1,0,0,0,0,0,0
0.20126,0,0,0,0,0,1,0,0,0,0,0,0
0.503297,0,1,0,0,0,0,0,0,0,0,0,0
0.515408,1,0,0,0,0,0,0,0,0,0,0,0
0.448987,0,0,0,1,0,0,0,0,0,0,0,0
0.335482,0,0,0,1,0,0,0,0,0,0,0,0
0.43778,0,0,0,1,0,0,0,0,0,0,0,0
0.336649,0,0,0,1,0,0,0,0,0,0,0,0
0.621247,0,0,0,0,0,1,0,0,0,0,0,0
0.635519,0,0,0,1,0,0,0,0,0,0,0,0
0.62904,0,1,0,0,0,0,0,0,0,0,0,0
0.606738,0,1,0,0,0,0,0,0,0,0,0,0
0.593938,0,0,0,0,0,1,0,0,0,0,0,0
0.660823,0,1,0,0,0,0,0,0,0,0,0,0
0.641535,0,1,0,0,0,0,0,0,0,0,0,0
0.574448,0,1,0,0,0,0,0,0,0,0,0,0
0.53668,0,1,0,0,0,0,0,0,0,0,0,0
0.292902,0,0,0,0,1,0,0,0,0,0,0,0
0.280995,0,0,0,0,1,0,0,0,0,0,0,0
0.451199,0,0,0,0,0,1,0,0,0,0,0,0
0.436799,0,0,0,0,1,0,0,0,0,0,0,0
0.421173,0,0,0,0,1,0,0,0,0,0,0,0
0.420472,0,0,0,0,1,0,0,0,0,0,0,0
0.392416,0,0,0,0,0,1,0,0,0,0,0,0
0.330911,0,1,0,0,0,0,0,0,0,0,0,0
0.422105,0,0,0,0,1,0,0,0,0,0,0,0
0.452638,0,0,0,0,1,0,0,0,0,0,0,0
0.529614,0,1,0,0,0,0,0,0,0,0,0,0
0.559056,0,1,0,0,0,0,0,0,0,0,0,0
0.307717,0,0,0,0,1,0,0,0,0,0,0,0
0.512992,0,0,0,1,0,0,0,0,0,0,0,0
0.168654,0,0,0,0,1,0,0,0,0,0,0,0
0.044586,0,0,0,0,1,0,0,0,0,0,0,0
0.423021,0,0,0,0,1,0,0,0,0,0,0,0
0.559195,0,0,0,1,0,0,0,0,0,0,0,0
0.156656,0,0,0,0,0,1,0,0,0,0,0,0
0.154831,0,0,0,0,0,1,0,0,0,0,0,0
0.150922,0,0,0,0,0,1,0,0,0,0,0,0
0.19023,0,0,0,0,0,1,0,0,0,0,0,0
0.176153,0,0,0,0,0,1,0,0,0,0,0,0
0.171032,0,0,0,0,0,1,0,0,0,0,0,0
0.275071,0,0,0,0,1,0,0,0,0,0,0,0
0.116532,0,0,0,0,1,0,0,0,0,0,0,0
0.226975,0,0,0,0,0,0,0,0,0,0,0,1
0.231718,0,0,0,0,0,0,0,0,0,0,0,1
0.401404,0,0,0,1,0,0,0,0,0,0,0,0
0.344717,0,0,0,1,0,0,0,0,0,0,0,0
0.348602,0,0,0,0,1,0,0,0,0,0,0,0
0.357798,0,0,1,0,0,0,0,0,0,0,0,0
0.395918,0,0,0,0,0,1,0,0,0,0,0,0
0.36628,0,0,0,0,1,0,0,0,0,0,0,0
0.354074,0,0,0,0,1,0,0,0,0,0,0,0
0.569239,0,1,0,0,0,0,0,0,0,0,0,0
0.569188,0,1,0,0,0,0,0,0,0,0,0,0
0.526339,0,0,0,1,0,0,0,0,0,0,0,0
0.359518,0,0,0,0,0,0,0,0,0,0,0,1
0.385698,0,0,0,0,0,0,0,0,0,0,0,0
0.187973,0,0,0,0,0,0,0,0,0,0,0,1
0.284757,0,0,0,1,0,0,0,0,0,0,0,0
0.30567,0,0,0,1,0,0,0,0,0,0,0,0
0.327202,0,0,0,1,0,0,0,0,0,0,0,0
0.311006,0,0,0,1,0,0,0,0,0,0,0,0
0.298452,0,0,0,1,0,0,0,0,0,0,0,0
0.269518,0,0,0,1,0,0,0,0,0,0,0,0
0.253835,0,0,0,0,0,1,0,0,0,0,0,0
0.336971,0,0,0,0,0,1,0,0,0,0,0,0
0.424617,0,0,0,1,0,0,0,0,0,0,0,0
0.655893,0,0,0,1,0,0,0,0,0,0,0,0
0.633861,0,0,0,1,0,0,0,0,0,0,0,0
0.487657,0,0,0,0,1,0,0,0,0,0,0,0
