crtR(2011:2022),mean curvature,Gaussian curvature,ridge degree,ravine degree,Longitude,Latitude
0.428885,124.469194,-649.762427,-100,180.213809,140.910763,37.39233
0.375164,76.038316,3001.658662,-100,48.997184,140.917541,37.392786
0.276684,-180.551049,-7266.542976,372.419209,-100,140.918673,37.390533
0.307403,-180.551049,-7266.542976,348.980726,-100,140.918672,37.390984
0.531702,112.575019,-7614.476458,-100,150.635187,140.899481,37.381054
0.531604,113.184961,-13679.81542,-100,254.377443,140.898916,37.381053
0.533671,19.003733,-245.408749,-100,-100,140.901174,37.381506
0.530318,-0.189154,-0.369681,-100,-100,140.900609,37.381956
0.33791,-93.168424,2020.33724,-100,-100,140.915848,37.391432
0.354373,-88.82588,1682.044985,-100,-100,140.915283,37.391432
0.425851,-126.678141,1134.289383,-100,-100,140.913589,37.390529
0.434793,-96.456808,2376.199695,-100,-100,140.913024,37.39098
0.517039,-17.75339,-910.706135,36.54242,-100,140.902301,37.38376
0.51415,-3.481802,-950.976775,-100,43.193069,140.902866,37.383761
0.524919,0.775502,0.179659,-100,-100,140.901737,37.382858
0.521123,-22.138978,415.930325,-100,-100,140.903432,37.38286
0.420883,53.395209,-306.221031,-100,-100,140.923193,37.388733
0.421341,53.395209,-306.221031,-100,-100,140.922629,37.388733
0.420887,53.395209,-306.221031,-100,-100,140.924324,37.388283
0.384602,-35.29398,-23538.57269,108.604593,-100,140.923191,37.391437
0.386688,-35.29398,-23538.57269,126.976261,-100,140.922626,37.391437
0.474277,41.015489,239.159216,-100,-100,140.924889,37.387833
0.405094,0.171754,-10204.36489,-100,77.283354,140.922627,37.390085
0.46718,71.708542,861.08499,-100,-100,140.924888,37.388734
0.529871,41.074568,910.925719,-100,-100,140.900044,37.381956
0.523043,-17.75339,-910.706135,36.54242,-100,140.900607,37.383759
0.530934,-0.189154,-0.369681,-100,-100,140.901174,37.381957
0.471238,71.708542,861.08499,-100,-100,140.924888,37.388284
0.410966,-4.081454,-2859.941949,-100,-100,140.922628,37.389634
0.534304,52.346432,155.598085,-100,-100,140.90061,37.381055
0.520345,-2.471241,-80.301031,-100,-100,140.902301,37.38331
0.522756,-13.658603,168.917555,-100,-100,140.902867,37.382859
0.351825,19.67031,-1390.307053,-100,-100,140.915847,37.391883
0.290516,-199.626821,9958.134827,226.046176,-100,140.916413,37.390982
0.319486,-156.81864,3837.55469,144.126781,-100,140.915848,37.390982
0.340986,-129.837343,2342.809868,-100,-100,140.915284,37.390531
0.349536,-157.902383,4800.87342,-100,-100,140.915283,37.390981
0.380082,-61.976209,-240.822745,-100,-100,140.920931,37.391887
0.377524,-6.355532,-2556.067821,-100,-100,140.92093,37.392337
0.39394,-58.005376,-40741.77955,237.96793,-100,140.921497,37.390535
0.389985,-30.858176,-41469.28146,-100,230.534648,140.921497,37.390986
0.385072,-73.582051,-48595.13208,276.616033,-100,140.920932,37.390535
0.381918,-138.477798,-59842.64863,359.792575,-100,140.920931,37.391436
0.374353,-138.477798,-59842.64863,320.135124,-100,140.920366,37.391436
0.319633,-123.810656,4749.608521,152.028693,-100,140.918107,37.391434
0.311948,-123.810656,4749.608521,-100,-100,140.917542,37.391434
0.454438,-231.314043,40152.35553,-100,-100,140.925458,37.383777
0.443548,-162.702277,12820.49572,-100,-100,140.906814,37.38782
0.452815,-18.060291,-15.22923,-100,-100,140.90625,37.387369
0.233079,-199.626821,9958.134827,286.612507,-100,140.918108,37.390533
0.178164,-190.662236,8779.873311,312.208642,-100,140.918108,37.390082
0.369986,-56.081929,-45745.13306,244.642897,-100,140.920368,37.390083
0.372917,-56.584133,-13590.83363,-100,-100,140.920368,37.389633
0.355437,-73.582051,-48595.13208,296.547918,-100,140.919802,37.390984
0.347705,-73.582051,-48595.13208,296.488639,-100,140.919802,37.390534
0.365251,87.296068,56.194314,-100,103.539699,140.914717,37.391882
0.405811,-126.678141,1134.289383,-100,-100,140.914154,37.39053
0.355063,88.172604,1655.578227,-100,113.173871,140.915282,37.391883
0.346965,31.145027,-320.061357,-100,-100,140.916412,37.391884
0.382703,77.025851,3162.72685,-100,131.115649,140.91754,37.393236
0.363254,-138.477798,-59842.64863,338.360687,-100,140.919802,37.391435
0.349025,-197.675426,-45703.61351,434.119942,-100,140.919237,37.391435
0.369449,-61.976209,-240.822745,-100,-100,140.919801,37.391886
0.352763,-6.303875,-594.893516,-100,-100,140.918671,37.391885
0.333406,-165.327073,-795.454954,257.207155,-100,140.918672,37.391434
0.345725,31.145027,-320.061357,-100,-100,140.918106,37.391885
0.393181,35.744547,-12398.78764,-100,192.031679,140.907376,37.390074
0.528676,119.460022,8710.98301,-100,126.54677,140.899479,37.382406
0.532448,19.003733,-245.408749,17.490034,-100,140.900609,37.381505
0.514012,-31.376899,-1091.210525,52.462041,-100,140.9023,37.384211
0.517107,-31.376899,-1091.210525,52.462041,-100,140.901736,37.38421
0.50244,-10.155911,67.025511,-100,-100,140.901733,37.386464
0.505572,-10.155911,67.025511,-100,-100,140.901168,37.386463
0.497258,-10.155911,67.025511,-100,-100,140.901732,37.386915
0.514864,-31.376899,-1091.210525,52.462041,-100,140.901735,37.384661
0.515806,-29.337534,-216.813722,36.149698,-100,140.90117,37.385111
0.503291,-11.568433,-679.216493,25.458549,-100,140.902864,37.385113
0.508389,-29.337534,-216.813722,36.149698,-100,140.902299,37.385112
0.411622,24.666527,-596.363313,-100,-100,140.924323,37.389185
0.405642,-4.081454,-2859.941949,-100,14.920492,140.924322,37.389635
0.446641,-22.409267,228.235805,-100,-100,140.924893,37.383326
0.480615,-138.597748,-18233.21357,274.473856,-100,140.926586,37.385581
0.471339,294.896991,9595.73173,-100,468.364829,140.925453,37.388284
0.528272,41.074568,910.925719,-100,-100,140.900044,37.382406
0.383393,-73.582051,-48595.13208,276.981248,-100,140.920932,37.390985
0.403561,-19.594046,-15308.01863,-100,66.660481,140.922062,37.390085
0.416816,-300.154,64893.6107,426.555691,-100,140.907377,37.389173
0.420321,-161.418276,15362.48422,224.803547,-100,140.906813,37.389172
0.401457,-23.368986,318.636064,-100,-100,140.909069,37.391427
0.384005,-37.634137,-5546.779984,-100,29.259697,140.90794,37.391427
0.401377,-86.19432,-6739.655555,-100,-100,140.909069,37.391878
0.402499,-126.678141,1134.289383,-100,-100,140.914153,37.390981
0.377679,-126.678141,1134.289383,-100,-100,140.914718,37.390981
0.397562,-57.94166,-278.89998,-100,-100,140.914153,37.391431
0.37429,-57.94166,-278.89998,-100,-100,140.914718,37.391432
0.342905,-56.081929,-45745.13306,262.297502,-100,140.919803,37.390083
0.370184,-73.582051,-48595.13208,291.681325,-100,140.920367,37.390534
0.376048,-6.355532,-2556.067821,-100,-100,140.920365,37.392337
0.392882,-10.933736,-11589.87823,89.76665,-100,140.922626,37.390986
0.39117,-10.933736,-11589.87823,69.162127,-100,140.923191,37.390987
0.43456,-17.304693,165.235585,-100,-100,140.910765,37.390527
0.445318,-125.032824,-2953.913121,172.980656,-100,140.913025,37.389628
0.386081,-114.422049,-54288.67259,310.085608,-100,140.921496,37.391436
0.50582,-7.634501,-1004.314062,-100,37.000494,140.90343,37.384212
0.472145,-24.642462,-158.628066,20.499864,-100,140.904556,37.386917
0.466549,-24.642462,-158.628066,20.499864,-100,140.905121,37.386917
0.505519,-11.142124,103.721903,-100,-100,140.902299,37.385563
0.509824,-11.142124,103.721903,-100,-100,140.901734,37.385563
0.478828,-25.217192,-51.550276,-100,-100,140.903426,37.387367
0.473562,-24.734572,2.021838,-100,-100,140.903991,37.387367
0.38046,76.038316,3001.658662,-100,115.134982,140.916411,37.392785
0.374765,-6.355532,-2556.067821,-100,-100,140.920365,37.392788
0.374676,-6.355532,-2556.067821,-100,-100,140.9198,37.392787
0.363293,76.038316,3001.658662,-100,-100,140.916976,37.392335
0.365346,76.038316,3001.658662,-100,-100,140.916411,37.392334
0.377622,76.038316,3001.658662,-100,48.997184,140.916976,37.392785
0.342829,31.145027,-320.061357,-100,-100,140.916977,37.391884
0.436427,2.083002,-76.671222,-100,-100,140.911329,37.391429
0.438524,-17.304693,165.235585,-100,-100,140.911329,37.390978
0.430033,2.083002,-76.671222,-100,-100,140.910764,37.391429
0.438379,-96.456808,2376.199695,-100,-100,140.913024,37.390529
0.431969,-17.304693,165.235585,-100,-100,140.910764,37.390978
0.510758,-0.050859,-759.729775,-100,40.561875,140.903431,37.383761
0.511172,-31.376899,-1091.210525,52.462041,-100,140.9023,37.384662
0.361313,-52.760261,-113.662265,-100,-100,140.919236,37.391885
0.375862,-61.976209,-240.822745,-100,-100,140.920366,37.391886
0.421926,160.314671,-4470.708736,-100,343.924445,140.914151,37.393234
0.39224,77.025851,3162.72685,-100,107.401654,140.91641,37.393236
0.387099,77.025851,3162.72685,-100,131.115649,140.916975,37.393236
0.384097,23.904774,-14150.80782,-100,138.50922,140.90794,37.390976
0.384726,23.904774,-14150.80782,-100,153.793369,140.907376,37.390525
0.389557,-31.402583,-11773.90625,-100,122.580796,140.906811,37.390524
0.378844,-37.634137,-5546.779984,-100,29.259697,140.907375,37.391426
0.381479,23.904774,-14150.80782,-100,138.50922,140.907375,37.390975
0.383474,-63.510402,-5033.190327,-100,-100,140.907939,37.391877
0.377454,37.417714,323.405457,-100,-100,140.91867,37.393237
0.378338,99.38013,-1356.193308,49.435227,-100,140.918669,37.393688
0.375733,8.904634,-2450.460962,-100,-100,140.919235,37.393238
0.377569,-17.509936,-2880.906204,-100,-100,140.921495,37.392338
0.372703,-22.68459,-2348.673451,-100,-100,140.921495,37.392788
0.429636,121.691059,2144.948481,-100,199.179454,140.913023,37.391881
0.383312,-76.262897,-26600.05353,225.191209,-100,140.907938,37.392328
0.408382,112.970112,-2939.837165,-100,216.934698,140.915845,37.393686
0.415724,77.55737,-2621.840704,-100,92.664731,140.915845,37.394137
0.424734,-2.687459,1.974315,-100,-100,140.91528,37.394136
0.397497,102.589176,2866.987514,-100,177.974025,140.915846,37.393235
0.444299,-60.726313,2404.925337,-100,-100,140.912459,37.390529
0.441142,-60.726313,2404.925337,-100,-100,140.912459,37.390979
0.382007,-86.953047,1340.181126,112.391154,-100,140.921496,37.391887
0.398161,-31.56901,-16625.45126,134.264402,-100,140.922062,37.390535
0.392816,-31.56901,-16625.45126,134.474335,-100,140.922061,37.390986
0.399051,-10.933736,-11589.87823,89.091139,-100,140.922627,37.390536
0.370015,-3.877286,-2345.325608,-100,-100,140.920929,37.393239
0.37412,-6.355532,-2556.067821,-100,-100,140.92093,37.392788
0.438689,11.006315,-4874.445908,-100,-100,140.924886,37.390988
0.43891,42.098281,820.5618,-100,-100,140.925451,37.390988
0.467127,294.896991,9595.73173,-100,468.364829,140.925453,37.388735
0.462073,191.909737,3747.11646,-100,300.231332,140.925452,37.389185
0.450623,20.158265,-3935.994194,-100,-100,140.924887,37.390086
0.444821,-17.304693,165.235585,-100,-100,140.911895,37.390528
0.439602,2.083002,-76.671222,-100,-100,140.911894,37.39143
0.45056,-220.153841,5096.476604,282.653113,-100,140.91246,37.389627
0.48142,-24.642462,-158.628066,23.274549,-100,140.903992,37.386466
0.502285,-10.155911,67.025511,-100,-100,140.902298,37.386014
0.400462,138.823913,-2827.147456,-100,236.480029,140.91641,37.393686
0.385201,123.176639,337.152921,-100,247.579262,140.915281,37.392784
0.417852,-57.94166,-278.89998,-100,-100,140.913588,37.391431
0.415239,87.296068,56.194314,-100,132.683318,140.913588,37.391881
0.431498,-64.898301,1086.751724,-100,-100,140.913023,37.39143
0.438392,-30.986245,384.582436,-100,-100,140.912458,37.39143
0.552099,-157.271813,-12181.97793,240.783036,-100,140.896094,37.379699
0.542985,-144.125706,-26215.2931,259.428256,-100,140.896658,37.379699
0.524839,73.249799,-2130.939458,-100,85.602559,140.899483,37.379251
0.52346,75.28759,-3244.325775,-100,101.456728,140.898918,37.37925
0.382676,-229.365508,35801.99865,231.698429,-100,140.905681,37.390974
0.36713,-161.62584,11717.59335,210.905711,-100,140.90568,37.391425
0.382191,-229.365508,35801.99865,240.880471,-100,140.905116,37.390974
0.570963,-52.624125,97.521928,-100,-100,140.894965,37.378796
0.53189,47.931707,-4733.583531,-100,-100,140.897224,37.379249
0.506973,-2.893628,-545.261714,-100,31.422632,140.903995,37.383762
0.500191,-4.612238,-15.944597,-100,-100,140.902863,37.385563
0.410336,-4.081454,-2859.941949,-100,15.029265,140.923193,37.389635
0.404176,0.171754,-10204.36489,-100,69.793118,140.923192,37.390085
0.444567,-18.573345,-4311.259978,-100,-100,140.924886,37.390537
0.475311,-137.405473,-13921.38503,297.862713,-100,140.925456,37.38558
0.477226,-298.986148,49720.81943,464.689477,-100,140.926586,37.38513
0.474187,-298.986148,49720.81943,459.787305,-100,140.926021,37.38513
0.388559,-10.933736,-11589.87823,-100,-100,140.923756,37.390987
0.395262,-10.933736,-11589.87823,-100,42.531982,140.923756,37.390536
0.38582,-10.933736,-11589.87823,-100,-100,140.924321,37.390987
0.427635,-89.281092,-113402.8077,451.072214,-100,140.926014,37.392341
0.4242,-89.281092,-113402.8077,451.072214,-100,140.926014,37.392791
0.444542,18.947239,107.388436,-100,-100,140.925451,37.390537
0.450462,20.753442,189.812834,-100,-100,140.925451,37.390087
0.527399,-16.044942,228.877483,-100,-100,140.902867,37.382409
0.526449,-33.588355,955.263202,34.901239,-100,140.903432,37.382409
0.399109,35.744547,-12398.78764,-100,188.883741,140.908506,37.390075
0.390783,35.744547,-12398.78764,-100,189.617104,140.907941,37.390074
0.381957,-31.402583,-11773.90625,-100,75.310664,140.90681,37.390975
0.535839,129.830207,-31729.63719,-100,211.11322,140.897223,37.3797
0.527632,116.314313,-17770.61932,-100,198.741533,140.898918,37.379701
0.527543,-37.707195,-1120.765157,57.226805,-100,140.89666,37.378347
0.534379,-12.805284,-410.686313,-100,-100,140.89666,37.378798
0.538261,135.774181,-29901.8871,-100,248.698466,140.897223,37.38015
0.544902,-85.930686,-26614.44306,181.172504,-100,140.896658,37.38015
0.545473,-85.930686,-26614.44306,182.262456,-100,140.896657,37.380601
0.469493,-298.187504,69637.14978,410.091947,-100,140.926022,37.384679
0.47225,-298.187504,69637.14978,429.758649,-100,140.926586,37.384679
0.471143,-141.157443,14128.04787,171.502304,-100,140.924892,37.385129
0.498378,-10.155911,67.025511,-100,-100,140.902297,37.386464
0.401778,-199.441926,11128.83684,345.861576,-100,140.908501,37.394131
0.372184,-3.877286,-2345.325608,-100,-100,140.920364,37.393238
0.365866,46.836533,610.952782,-100,-100,140.918671,37.392336
0.373703,36.421251,225.349,-100,-100,140.91867,37.392786
0.367754,160.988629,-4414.375503,-100,339.100181,140.914717,37.392333
0.39297,160.988629,-4414.375503,-100,337.867131,140.914716,37.392784
0.421967,-126.678141,1134.289383,-100,-100,140.913589,37.39098
0.393699,-76.262897,-26600.05353,141.070053,-100,140.908503,37.392779
0.483725,-19.773267,-184.894587,31.415828,-100,140.903426,37.386916
0.434137,-280.397033,49329.24837,-100,-100,140.907379,37.388271
0.398401,68.139244,-16759.36947,-100,178.403873,140.916974,37.394588
0.392465,138.823913,-2827.147456,-100,255.669273,140.916975,37.393687
0.395138,73.623855,-21452.77186,-100,189.744484,140.916974,37.394137
0.373453,304.095406,10377.67313,-100,504.943072,140.919234,37.394139
0.369145,250.048897,23516.74258,-100,399.568621,140.919799,37.394139
0.382141,29.295431,-16170.33954,100.579809,-100,140.918103,37.39549
0.46769,-238.001634,46103.09953,303.469792,-100,140.925457,37.384678
0.472171,-247.990744,37520.68236,357.045763,-100,140.925456,37.385129
0.461793,-238.535363,46304.08618,289.821123,-100,140.925457,37.384228
0.461334,-71.842072,4804.362701,-100,-100,140.924892,37.384227
0.466861,-71.842072,4804.362701,50.135358,-100,140.924892,37.384678
0.405529,2.765898,-2.329809,-100,-100,140.924328,37.384227
0.409612,68.139244,-16759.36947,-100,149.064457,140.916409,37.394588
0.381616,138.823913,-2827.147456,-100,172.687583,140.918105,37.393687
0.385826,138.823913,-2827.147456,-100,223.267184,140.91754,37.393687
0.378123,-307.637785,51777.14292,452.862243,-100,140.92319,37.391888
0.380496,-307.637785,51777.14292,455.475059,-100,140.922625,37.391888
0.451762,30.282538,535.349768,-100,-100,140.926016,37.390087
0.446003,28.858885,443.058129,-100,-100,140.926016,37.390538
0.454534,30.282538,535.349768,-100,-100,140.926581,37.390087
0.433711,17.824043,-861.468294,-100,-100,140.92545,37.391439
0.397741,-10.933736,-11589.87823,68.486616,-100,140.923192,37.390536
0.392567,87.296068,56.194314,-100,112.516496,140.914152,37.391882
0.421907,124.469194,-649.762427,-100,180.213809,140.910197,37.39278
0.429743,124.469194,-649.762427,-100,180.213809,140.910762,37.392781
0.417026,160.988629,-4414.375503,-100,323.658533,140.913587,37.392332
0.430393,198.589162,177.03172,-100,324.843994,140.913022,37.392332
0.441991,-17.304693,165.235585,-100,-100,140.911894,37.390979
0.39557,160.988629,-4414.375503,-100,346.253902,140.914152,37.392333
0.423556,160.988629,-4414.375503,-100,323.454419,140.913587,37.392783
0.385489,73.623855,-21452.77186,-100,213.256966,140.917539,37.394138
0.376289,-63.510402,-5033.190327,140.974356,-100,140.907374,37.391877
0.381764,73.623855,-21452.77186,-100,211.938891,140.918104,37.394138
0.37387,76.038316,3001.658662,-100,-100,140.918105,37.392786
0.392457,-76.262897,-26600.05353,128.35141,-100,140.908503,37.392328
0.391915,-63.510402,-5033.190327,-100,-100,140.908504,37.391878
0.382738,68.139244,-16759.36947,-100,186.925827,140.918103,37.39504
0.42074,92.248906,1752.665551,-100,153.056136,140.910198,37.391879
0.423218,-458.295532,68068.4471,840.218202,-100,140.924884,37.39234
0.402044,-29.180141,-30851.04174,-100,29.40956,140.909068,37.392329
0.462942,-28.529607,296.298658,-100,-100,140.904555,37.387818
0.403418,-29.180141,-30851.04174,-100,2.084211,140.909068,37.392779
0.438157,92.248906,1752.665551,-100,130.571186,140.911893,37.39188
0.420886,124.469194,-649.762427,-100,180.213809,140.910198,37.39233
0.493425,-3.364914,2.059397,-100,-100,140.902862,37.386465
0.49088,-23.649952,-209.843558,41.039895,-100,140.903428,37.386015
0.497057,1.501208,-1.277416,-100,-100,140.902863,37.386014
0.501164,-15.996648,-1292.887378,-100,35.182078,140.903429,37.384663
0.497078,-23.159486,-1096.722221,-100,27.325179,140.903429,37.385113
0.506642,-18.274732,-1263.011893,44.856677,-100,140.902865,37.384662
0.47097,-19.87696,-173.471529,-100,-100,140.905123,37.385565
0.466834,-24.279701,-151.262727,24.102451,-100,140.905687,37.386016
0.553141,-162.94699,-12163.50141,263.403421,-100,140.896092,37.3806
0.340344,-1.255994,-1604.692913,-100,-100,140.905679,37.392326
0.352032,-32.710789,-2192.989186,-100,-100,140.90568,37.391875
0.441353,-37.767285,542.824934,-100,-100,140.906249,37.38827
0.405538,-121.674954,-24431.04084,-100,-100,140.909067,37.39323
0.395807,-98.698764,-23403.40143,184.585004,-100,140.908502,37.39323
0.322136,30.68894,464.550369,-100,-100,140.905112,37.394128
0.33791,30.68894,464.550369,-100,51.551342,140.905677,37.394129
0.411644,68.139244,-16759.36947,-100,149.064457,140.916408,37.395038
0.422199,17.939902,-2148.21341,-100,-100,140.915843,37.395038
0.411474,29.295431,-16170.33954,44.168563,-100,140.916408,37.395489
0.377711,154.438632,-36394.86095,-100,374.273977,140.918669,37.394139
0.375155,78.517372,-674.097382,-100,-100,140.919234,37.393688
0.37563,134.52056,-27999.27323,-100,321.709393,140.918668,37.39504
0.417271,-339.325286,-358295.1274,1023.179356,-100,140.925448,37.393242
0.382275,68.139244,-16759.36947,-100,186.925827,140.918104,37.394589
0.364866,250.048897,23516.74258,-100,409.109085,140.920364,37.39414
0.374065,-3.877286,-2345.325608,-100,-100,140.9198,37.393238
0.436917,121.82316,1221.286648,-100,177.194562,140.912457,37.392331
0.428968,92.248906,1752.665551,-100,130.096332,140.910763,37.391879
0.462589,-24.734572,2.021838,-100,-100,140.90512,37.387368
0.457433,-18.246119,-4.751625,-100,-100,140.905685,37.387369
0.461525,-18.548219,-124.746604,-100,-100,140.905686,37.386918
0.483933,-24.642462,-158.628066,22.861203,-100,140.903992,37.386015
0.4253,-54.807411,654.679515,-100,-100,140.906248,37.389172
0.500788,-9.458312,-706.913544,-100,26.945795,140.903995,37.384212
0.494727,-9.458312,-706.913544,-100,26.945795,140.903994,37.384663
0.468726,-19.217824,-153.709338,-100,-100,140.905687,37.385566
0.472279,-15.279992,-618.771234,-100,16.720519,140.905123,37.385115
0.38198,-227.843941,21946.08561,369.695666,-100,140.92206,37.391887
0.44063,28.858885,443.058129,-100,-100,140.926015,37.390989
0.367475,-14.325207,-2643.466419,-100,-100,140.921494,37.393239
0.428989,-211.245356,-104136.6543,602.047674,-100,140.92545,37.39189
0.482937,15.37063,-2832.81125,-100,-100,140.926584,37.386933
0.479804,15.37063,-2832.81125,-100,-100,140.926019,37.386932
0.429734,36.49661,64.757942,-100,-100,140.915279,37.394587
0.420228,17.939902,-2148.21341,-100,-100,140.915844,37.394587
0.405898,73.623855,-21452.77186,-100,162.663126,140.916409,37.394137
0.403367,159.406554,2822.506568,-100,313.622564,140.915281,37.393235
0.416245,66.708175,-1150.93838,-100,132.141093,140.91528,37.393685
0.257023,12.924699,-76.050232,-100,-100,140.904545,37.395931
0.228114,-4.895764,-314.566636,-100,-100,140.904544,37.396381
0.369533,-74.589322,-9439.076376,126.082155,-100,140.906809,37.391876
0.374503,-76.262897,-26600.05353,264.553996,-100,140.907374,37.392327
0.398622,-180.183462,-16563.71128,306.926102,-100,140.908502,37.39368
0.388357,-180.183462,-16563.71128,398.923662,-100,140.907937,37.39368
0.429453,-161.61541,8330.017369,-100,-100,140.906813,37.388721
0.437134,-156.620094,7862.444568,-100,-100,140.906814,37.388271
0.426319,-280.397033,49329.24837,-100,-100,140.907378,37.388722
0.404592,-234.983962,-9301.341793,441.647372,-100,140.907942,37.389624
0.431703,36.49661,64.757942,-100,-100,140.915279,37.395038
0.430794,-45.334892,224.396723,-100,-100,140.915278,37.395488
0.439619,5.86739,-210.80262,-100,-100,140.914714,37.395037
0.390942,68.139244,-16759.36947,-100,183.307411,140.917538,37.395039
0.400808,68.139244,-16759.36947,-100,178.403873,140.916973,37.395039
0.391118,29.295431,-16170.33954,95.211531,-100,140.917538,37.39549
0.388644,68.139244,-16759.36947,-100,183.307411,140.917539,37.394588
0.436774,109.452875,1717.242948,-100,155.781138,140.912458,37.391881
0.439074,124.469194,-649.762427,-100,180.213809,140.911892,37.392782
0.375307,-131.912953,-2856.949319,107.799861,-100,140.918101,37.396842
0.372135,-131.912953,-2856.949319,107.799861,-100,140.918101,37.397293
0.432488,95.316954,-1961.6895,-100,185.705221,140.91415,37.393685
0.424399,95.316954,-1961.6895,-100,195.403753,140.914715,37.393685
0.411516,160.314671,-4470.708736,-100,337.391589,140.914716,37.393234
0.47933,15.37063,-2832.81125,42.175947,-100,140.92602,37.386031
0.477416,-138.597748,-18233.21357,310.704946,-100,140.926021,37.38558
0.477245,-11.256303,-5917.4446,90.633379,-100,140.925455,37.386031
0.482583,15.37063,-2832.81125,-100,-100,140.926585,37.386031
0.408481,160.988629,-4414.375503,-100,346.456578,140.914151,37.392783
0.437834,5.86739,-210.80262,-100,-100,140.914714,37.394586
0.438384,-13.588284,-232.187635,-100,-100,140.914713,37.395488
0.435735,124.469194,-649.762427,-100,180.213809,140.911327,37.392781
0.373285,-6.355532,-2556.067821,-100,-100,140.919801,37.392337
0.36961,-3.86957,-2014.424639,-100,-100,140.919236,37.392336
0.363101,76.038316,3001.658662,-100,-100,140.918106,37.392335
0.342102,31.145027,-320.061357,-100,-100,140.917542,37.391884
0.437997,124.469194,-649.762427,-100,180.213809,140.911892,37.392331
0.43515,92.248906,1752.665551,-100,130.096332,140.911328,37.39188
0.433145,-6.140966,-9275.739087,-100,-100,140.924885,37.391439
0.387433,-48.954646,-27138.14593,185.057552,-100,140.922061,37.391437
0.408264,-4.081454,-2859.941949,-100,15.029265,140.923757,37.389635
0.401899,0.171754,-10204.36489,-100,69.793118,140.923757,37.390086
0.392496,-10.933736,-11589.87823,-100,42.531982,140.924321,37.390537
0.399169,0.171754,-10204.36489,-100,66.013032,140.924322,37.390086
0.412947,71.693911,-7202.90066,-100,36.004926,140.909632,37.39278
0.423658,108.159047,-569.000744,-100,149.148982,140.910197,37.393231
0.431466,-75.820942,-35637.81111,279.56068,-100,140.926015,37.39189
0.439312,8.002061,-408.202125,-100,-100,140.92658,37.39144
0.43578,8.002061,-408.202125,-100,-100,140.926015,37.391439
0.487754,-9.458312,-706.913544,-100,27.019368,140.904559,37.384663
0.495648,-9.458312,-706.913544,-100,27.019368,140.90456,37.384213
0.491221,-9.458312,-706.913544,-100,27.019368,140.905124,37.384213
0.482222,-9.458312,-706.913544,-100,27.019368,140.905124,37.384664
0.487985,-6.981417,-650.810115,-100,17.810422,140.905689,37.384214
0.486191,-19.87696,-173.471529,-100,-100,140.903993,37.385564
0.493767,-18.50386,-210.027385,18.751996,-100,140.903428,37.385564
0.489553,-15.279992,-618.771234,-100,16.634267,140.903994,37.385114
0.480527,-15.279992,-618.771234,-100,16.720519,140.904558,37.385114
0.379586,77.025851,3162.72685,-100,-100,140.918105,37.393237
0.4253,-280.397033,49329.24837,-100,-100,140.907943,37.388722
0.354427,-143.916905,5624.838784,256.204589,-100,140.906244,37.392327
0.385717,-98.698764,-23403.40143,281.801411,-100,140.907937,37.393229
0.374134,53.087401,-22944.90466,64.027172,-100,140.918667,37.395491
0.366887,275.521805,-7605.930133,-100,442.62948,140.919232,37.395491
0.360318,250.442605,12710.39823,-100,403.692478,140.919797,37.395491
0.428218,-109.983048,-62358.24477,271.264861,-100,140.910196,37.394132
0.374184,6.668032,-2699.602221,-100,-100,140.919235,37.392787
0.438728,161.618255,-1564.324847,-100,255.807343,140.913021,37.393233
0.433815,162.273907,-1510.971723,-100,257.250396,140.913022,37.392782
0.441753,134.79172,1522.925197,-100,203.904874,140.912456,37.393233
0.425899,-1.902447,-10122.29602,-100,-100,140.910196,37.393682
0.444164,5.86739,-210.80262,-100,-100,140.914149,37.394586
0.448369,5.86739,-210.80262,-100,-100,140.913584,37.394586
0.436825,-216.755161,-86308.24596,510.161407,-100,140.91076,37.395034
0.44234,-216.755161,-86308.24596,532.953602,-100,140.911324,37.395035
0.378195,-119.107767,-3212.573034,80.572845,-100,140.918102,37.396392
0.380561,-39.589713,-704.361813,-100,-100,140.918102,37.395941
0.372359,-33.98964,-2876.340155,10.394802,-100,140.918667,37.395941
0.399155,-39.589713,-704.361813,-100,-100,140.916972,37.39594
0.370403,-87.723419,-331.631143,-100,-100,140.918666,37.396392
0.421617,40.143284,-2345.306747,-100,-100,140.915843,37.395489
0.401034,29.295431,-16170.33954,95.211531,-100,140.916973,37.395489
0.409021,-39.589713,-704.361813,-100,-100,140.916407,37.39594
0.415189,-264.732859,18351.09265,354.063393,-100,140.909065,37.395033
0.393718,-154.010544,17729.79458,-100,-100,140.906246,37.390524
0.477999,-24.642462,-158.628066,20.499864,-100,140.903991,37.386916
0.382579,-131.912953,-2856.949319,105.55029,-100,140.917536,37.396842
0.36078,250.048897,23516.74258,-100,386.660807,140.920928,37.39414
0.356915,200.92292,15409.60475,-100,-100,140.921493,37.39414
0.365436,73.444912,-185.892647,-100,-100,140.920929,37.393689
0.418286,-229.274638,44688.94323,303.62902,-100,140.926013,37.393693
0.421099,-74.513942,-108124.5786,410.781078,-100,140.926013,37.393242
0.366009,284.961761,31647.97949,-100,542.168653,140.919798,37.39459
0.373159,-307.637785,51777.14292,516.835887,-100,140.92432,37.391889
0.362119,64.634737,-276.665343,-100,-100,140.921494,37.39369
0.435341,-75.820942,-35637.81111,269.115522,-100,140.926579,37.39189
0.539348,73.627071,-33182.86867,-100,176.801548,140.897222,37.380601
